X,log2(x)
0.001,-9.96578410331688
0.101,-3.307576469769678
0.201,-2.314735904942918
0.30100000000000005,-1.732165126948314
0.401,-1.318329019001217
0.501,-0.9971085280448136
0.601,-0.7345573501464803
0.701,-0.5125106694407211
0.8009999999999999,-0.32012415852819776
0.9009999999999999,-0.15040042536311407
1.001,0.001441968973501916
1.101,0.13881394793597973
1.201,0.2642351253148072
1.3010000000000002,0.37961940393256194
1.4010000000000002,0.48645464046457365
1.5010000000000003,0.5859228294202924
1.6010000000000004,0.6789725936439357
1.7010000000000005,0.766378199060761
1.8010000000000006,0.848792909437429
1.9010000000000007,0.9267580685633282
2.001000000000001,1.000721164642645
2.101000000000001,1.0710759094835443
2.201000000000001,1.1381586273121125
2.301000000000001,1.2022602959398385
2.401000000000001,1.2636343815909818
2.5010000000000012,1.3225040087012307
2.6010000000000013,1.3790648465153503
2.7010000000000014,1.4334923887375137
2.8010000000000015,1.4859396788018673
2.9010000000000016,1.5365493896016476
3.0010000000000017,1.5854421581293618
3.1010000000000018,1.6327323799267472
3.201000000000002,1.6785219361791925
3.301000000000002,1.722898573219311
3.401000000000002,1.7659541065750601
3.501000000000002,1.8077622001233422
3.601000000000002,1.8483972999331426
3.7010000000000023,1.8879091529047713
3.8010000000000024,1.9263725814520283
3.9010000000000025,1.963837269897323
4.001000000000002,2.0003606273828383
4.101000000000002,2.035975611011009
4.201000000000001,2.070732534424078
4.301000000000001,2.104671794777402
4.401000000000001,2.1378308553325
4.501,2.170244860868759
4.601,2.2019467694046546
4.701,2.2329669791465703
4.800999999999999,2.263333915883665
4.900999999999999,2.29307489070047
5.000999999999999,2.3222155561528917
5.100999999999998,2.3507791237190956
5.200999999999998,2.3787874878272937
5.3009999999999975,2.4062626398129474
5.400999999999997,2.4332252955345557
5.500999999999997,2.459692941388911
5.600999999999996,2.485682128973555
5.700999999999996,2.511213624398923
5.800999999999996,2.536300706486372
5.900999999999995,2.5609564866014685
6.000999999999995,2.585201762500555
6.100999999999995,2.6090425336906446
6.200999999999994,2.6324997352241812
6.300999999999994,2.655577100892614
6.400999999999994,2.6782965548151
6.500999999999993,2.7006604650774264
6.600999999999993,2.7226800504663666
6.7009999999999925,2.744371814037952
6.800999999999992,2.76574201328558
6.900999999999992,2.786804439546439
7.0009999999999915,2.8075561667618
7.100999999999991,2.8280216122028055
7.200999999999991,2.8481969341800806
7.30099999999999,2.868093473985464
7.40099999999999,2.887714276947764
7.50099999999999,2.907076888925287
7.600999999999989,2.926182856532335
7.700999999999989,2.945045569966407
7.800999999999989,2.963658915127916
7.900999999999988,2.982035221482241
8.000999999999989,3.0001803249596133
8.100999999999988,3.018099942129728
8.200999999999988,3.035799705474379
8.300999999999988,3.053284953146471
8.400999999999987,3.0705608162429665
8.500999999999987,3.087632257797773
8.600999999999987,3.1045040689963455
8.700999999999986,3.1211807737908193
8.800999999999986,3.1376669414109983
8.900999999999986,3.1539668290976794
9.000999999999985,3.1700845893266956
9.100999999999985,3.186024424264102
9.200999999999985,3.201789980584832
9.300999999999984,3.2173851294312743
9.400999999999984,3.2328135252142007
9.500999999999983,3.2480787107691578
9.600999999999983,3.2631836595572814
9.700999999999983,3.278132348392887
9.800999999999982,3.2929277009540785
9.900999999999982,3.3075728161749054
10.000999999999982,3.3220713082521325
10.100999999999981,3.336425190338563
10.200999999999981,3.3506377030559236
10.30099999999998,3.36471162089179
10.40099999999998,3.378648788479476
10.50099999999998,3.3924531160079425
10.60099999999998,3.4061265580545594
10.70099999999998,3.41967155181015
10.800999999999979,3.4330917303954602
10.900999999999978,3.4463874370367966
11.000999999999978,3.459561802930096
11.100999999999978,3.472615669441854
11.200999999999977,3.4855533368030716
11.300999999999977,3.4983759297194257
11.400999999999977,3.5110870874297926
11.500999999999976,3.5236862052381266
11.600999999999976,3.536176348873456
11.700999999999976,3.548557309621971
11.800999999999975,3.5608342439494036
11.900999999999975,3.5730074478307015
12.000999999999975,3.5850815496843147
12.100999999999974,3.5970535987188614
12.200999999999974,3.608924298923619
12.300999999999974,3.62069998458198
12.400999999999973,3.6323833988297567
12.500999999999973,3.6439709471179365
12.600999999999972,3.6554626207648497
12.700999999999972,3.666868895195277
12.800999999999972,3.678183850969966
12.900999999999971,3.6894070335371514
13.000999999999971,3.700549495966561
13.10099999999997,3.711604509431727
13.20099999999997,3.722570776621787
13.30099999999997,3.733462051080425
13.40099999999997,3.744264171341434
13.50099999999997,3.7549936128375565
