X,log2(x)
13.600999999999969,3.765635954875883
13.700999999999969,3.7762088073564395
13.800999999999968,3.7866998987844176
13.900999999999968,3.7971117192777855
14.000999999999967,3.8074531389610344
14.100999999999967,3.817725053229675
14.200999999999967,3.827920011378236
14.300999999999966,3.838043570976719
14.400999999999966,3.8480967410233045
14.500999999999966,3.8580748975167536
14.600999999999965,3.8679946524002955
14.700999999999965,3.8778364804014047
14.800999999999965,3.887616828851774
14.900999999999964,3.8973310012675593
15.000999999999964,3.9069807439545112
15.100999999999964,3.916565891488903
15.200999999999963,3.9260879841994063
15.300999999999963,3.935547603468215
15.400999999999962,3.9449518554349168
15.500999999999962,3.954289113978225
15.600999999999962,3.963566381851145
15.700999999999961,3.9727843528382163
15.800999999999961,3.9819369343190916
15.90099999999996,3.9910455374776883
16.000999999999962,4.000090165297205
16.100999999999964,4.00907835608625
16.200999999999965,4.01801089544876
16.300999999999966,4.026888467878719
16.400999999999968,4.035711744661896
16.50099999999997,4.044481392561269
16.60099999999997,4.053198051966078
16.700999999999972,4.06186236244439
16.800999999999974,4.070474949487436
16.900999999999975,4.07903642769297
17.000999999999976,4.087547401095473
17.100999999999978,4.096008463496353
17.20099999999998,4.104420198794156
17.30099999999998,4.112783111817847
17.400999999999982,4.121097867766266
17.500999999999983,4.129364975543312
17.600999999999985,4.137584977465478
17.700999999999986,4.145758406433275
17.800999999999988,4.153885786101388
17.90099999999999,4.1619676310385225
18.00099999999999,4.17000444687692
18.100999999999992,4.177996730451563
18.200999999999993,4.185945162050281
18.300999999999995,4.193849907137479
18.400999999999996,4.201711579785244
18.500999999999998,4.209530647764201
18.601,4.217307571483156
18.701,4.225042804182703
18.801000000000002,4.232736792128184
18.901000000000003,4.240389974802389
19.001000000000005,4.248002785098399
19.101000000000006,4.255575290477555
19.201000000000008,4.2631085255244905
19.30100000000001,4.270602623916519
19.40100000000001,4.278057988997064
19.501000000000012,4.285475017660474
19.601000000000013,4.292854100447487
19.701000000000015,4.300195621633748
19.801000000000016,4.307499959311172
19.901000000000018,4.3147674854619495
